clip_name,split,face_emotion,face_confidence,face_vector,voice_emotion,voice_confidence,voice_vector,text_emotion,text_confidence,text_vector,mas_face_voice,mas_face_text,mas_voice_text,incongruent,conflicting_pairs,dominant_modality,meld_emotion,meld_sentiment,utterance,speaker,dialogue_id,utterance_id
dia143_utt5,test,sadness,0.6839,"[0.0056, 0.0, 0.0014, 0.0005, 0.3087, 0.6839, 0.0]",anger,0.7164,"[0.7164, 0.0, 0.0, 0.247, 0.0307, 0.0059, 0.0]",sadness,0.4404,"[0.2266, 0.0907, 0.1129, 0.0127, 0.0551, 0.4404, 0.0617]",0.031,0.8148,0.4282,True,['face-voice'],voice,fear,negative,Are you gonna break up with me if I get fat again?,Monica,143,5
dia438_utt7,train,fear,0.7428,"[0.0048, 0.0, 0.7428, 0.0007, 0.0668, 0.1775, 0.0074]",neutral,0.4568,"[0.0422, 0.0, 0.0, 0.3919, 0.4568, 0.1091, 0.0]",neutral,0.8854,"[0.0087, 0.0271, 0.0029, 0.0304, 0.8854, 0.0092, 0.0362]",0.1071,0.0931,0.768,True,['face-text'],text,neutral,neutral,The bedroom. Well it’s pretty much your typical...  bedroom.,Richard,438,7
dia222_utt9,train,neutral,0.8354,"[0.0534, 0.0, 0.0224, 0.0032, 0.8354, 0.0857, 0.0]",anger,0.9938,"[0.9938, 0.0, 0.0, 0.0035, 0.0012, 0.0014, 0.0]",neutral,0.9168,"[0.0146, 0.0138, 0.0047, 0.022, 0.9168, 0.007, 0.0211]",0.0648,0.9936,0.0173,True,"['face-voice', 'voice-text']",voice,neutral,neutral,How about we all go out to dinner tomorrow night?,Doug,222,9
dia186_utt3,train,joy,0.8581,"[0.0068, 0.0, 0.0007, 0.8581, 0.0338, 0.1005, 0.0]",neutral,0.7965,"[0.0043, 0.0, 0.0, 0.1683, 0.7965, 0.0309, 0.0]",neutral,0.9375,"[0.005, 0.0194, 0.0035, 0.0114, 0.9375, 0.0179, 0.0053]",0.2477,0.0533,0.9804,True,"['face-voice', 'face-text']",text,joy,positive,We could have breakfast in bed,Phoebe,186,3
dia515_utt3,train,neutral,0.9195,"[0.0399, 0.0, 0.0002, 0.0005, 0.9195, 0.0399, 0.0]",anger,0.392,"[0.392, 0.0, 0.0, 0.2125, 0.0269, 0.3686, 0.0]",anger,0.5141,"[0.5141, 0.3626, 0.0227, 0.0059, 0.0567, 0.0314, 0.0065]",0.1034,0.1268,0.589,False,[],face,disgust,negative,"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",Monica,515,3
dia74_utt3,dev,sadness,0.8832,"[0.0214, 0.0, 0.0223, 0.0001, 0.073, 0.8832, 0.0]",joy,0.5204,"[0.0003, 0.0, 0.0, 0.5204, 0.0076, 0.4717, 0.0]",surprise,0.3181,"[0.2284, 0.1642, 0.1434, 0.0103, 0.1055, 0.03, 0.3181]",0.6699,0.1033,0.0629,False,[],face,sadness,negative,"I think we do. Why don’t we go inside?  Look uh, I know why you’re here.",Ross,74,3
dia67_utt0,dev,sadness,0.6175,"[0.1258, 0.0005, 0.1971, 0.0126, 0.0463, 0.6175, 0.0003]",joy,0.9579,"[0.0, 0.0, 0.0, 0.9579, 0.0037, 0.0385, 0.0]",neutral,0.5347,"[0.1991, 0.2066, 0.0164, 0.0167, 0.5347, 0.0246, 0.0019]",0.0567,0.1704,0.0324,True,['face-voice'],voice,joy,positive,Hey!,Rachel,67,0
dia158_utt2,train,joy,0.771,"[0.0817, 0.0003, 0.0012, 0.771, 0.1283, 0.0139, 0.0036]",neutral,0.9949,"[0.0046, 0.0, 0.0, 0.0005, 0.9949, 0.0, 0.0]",neutral,0.4575,"[0.073, 0.023, 0.1447, 0.0189, 0.4575, 0.0308, 0.2521]",0.1642,0.1872,0.8346,True,['face-voice'],voice,neutral,neutral,Wanna peek?,Mr. Geller,158,2
dia415_utt8,train,sadness,0.7153,"[0.0, 0.0, 0.2824, 0.0001, 0.0022, 0.7153, 0.0]",joy,0.7349,"[0.0018, 0.0, 0.0, 0.7349, 0.2632, 0.0001, 0.0]",neutral,0.7734,"[0.0491, 0.112, 0.0225, 0.0051, 0.7734, 0.0122, 0.0258]",0.0012,0.0277,0.339,True,"['face-voice', 'face-text', 'voice-text']",text,neutral,neutral,Who would you rather sleep with Monica or Rachel?,Joey,415,8
dia69_utt8,dev,sadness,0.5914,"[0.0921, 0.0184, 0.166, 0.0012, 0.1302, 0.5914, 0.0006]",joy,0.9377,"[0.0, 0.0, 0.0, 0.9377, 0.0524, 0.0099, 0.0]",surprise,0.4761,"[0.2333, 0.0402, 0.0041, 0.0585, 0.1786, 0.0092, 0.4761]",0.0232,0.1451,0.1214,False,[],voice,neutral,neutral,"Ah, what good are you.",Ross,69,8
dia546_utt3,train,joy,0.9648,"[0.0001, 0.0, 0.0017, 0.9648, 0.0148, 0.0185, 0.0]",joy,0.954,"[0.0, 0.0, 0.0, 0.954, 0.0457, 0.0002, 0.0]",fear,0.4857,"[0.0555, 0.1042, 0.4857, 0.0061, 0.1112, 0.1675, 0.0698]",0.9993,0.0219,0.0211,False,[],face,neutral,neutral,May I help you?,Teacher,546,3
dia112_utt3,train,anger,0.9987,"[0.9987, 0.0, 0.0011, 0.0, 0.0, 0.0002, 0.0]",anger,0.6959,"[0.6959, 0.0, 0.0, 0.1688, 0.1168, 0.0185, 0.0]",neutral,0.647,"[0.0387, 0.0304, 0.0151, 0.0088, 0.647, 0.017, 0.243]",0.9589,0.0559,0.2072,True,"['face-text', 'voice-text']",face,anger,negative,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!",Phoebe,112,3
dia1008_utt8,train,fear,0.3319,"[0.2405, 0.1293, 0.3319, 0.0016, 0.0076, 0.1523, 0.1367]",sadness,0.5217,"[0.0038, 0.0, 0.0, 0.2878, 0.1867, 0.5217, 0.0]",surprise,0.9696,"[0.0114, 0.0056, 0.0021, 0.0022, 0.0071, 0.0019, 0.9696]",0.2767,0.2968,0.0049,False,[],text,surprise,negative,Really?,Rachel,1008,8
dia34_utt12,train,sadness,0.6797,"[0.0833, 0.0005, 0.0222, 0.0016, 0.2115, 0.6797, 0.0013]",anger,0.4933,"[0.4933, 0.0, 0.0, 0.3992, 0.1063, 0.0012, 0.0]",anger,0.4805,"[0.4805, 0.0645, 0.0472, 0.013, 0.3606, 0.0262, 0.008]",0.141,0.3107,0.7187,False,[],face,neutral,neutral,Yeah.,Rachel,34,12
dia9_utt2,train,fear,0.9039,"[0.0023, 0.0, 0.9039, 0.0007, 0.0292, 0.0636, 0.0002]",joy,0.8941,"[0.002, 0.0, 0.0, 0.8941, 0.036, 0.0679, 0.0]",surprise,0.8429,"[0.0071, 0.0057, 0.0023, 0.0137, 0.1225, 0.0058, 0.8429]",0.0074,0.008,0.0223,True,"['face-voice', 'face-text', 'voice-text']",face,neutral,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",Jade,9,2
dia102_utt5,test,fear,0.851,"[0.0007, 0.0, 0.851, 0.0, 0.0002, 0.1481, 0.0]",joy,0.9897,"[0.0003, 0.0, 0.0, 0.9897, 0.0046, 0.0054, 0.0]",sadness,0.4651,"[0.0331, 0.0948, 0.0467, 0.0153, 0.1724, 0.4651, 0.1726]",0.0009,0.2343,0.0347,True,['face-voice'],voice,sadness,negative,"Well I’m sorry, I thought you said it was okay.",Phoebe,102,5
dia342_utt8,train,anger,0.9701,"[0.9701, 0.0, 0.0055, 0.0, 0.0002, 0.0231, 0.001]",joy,0.8583,"[0.0977, 0.0, 0.0, 0.8583, 0.0435, 0.0005, 0.0]",disgust,0.3603,"[0.1321, 0.3603, 0.0099, 0.0096, 0.292, 0.1609, 0.0352]",0.113,0.267,0.077,True,['face-voice'],face,neutral,neutral,"Oh come on Ross, I think we’re all losers here.",Chandler,342,8
dia189_utt2,train,sadness,0.5733,"[0.1021, 0.0991, 0.2019, 0.0001, 0.015, 0.5733, 0.0085]",anger,0.9106,"[0.9106, 0.0, 0.0, 0.0799, 0.0079, 0.0016, 0.0]",disgust,0.3103,"[0.2095, 0.3103, 0.007, 0.0023, 0.2693, 0.1738, 0.0278]",0.1647,0.5108,0.4285,False,[],voice,neutral,neutral,Ross couldn't fit down the trash chute.,Rachel,189,2
dia36_utt8,dev,joy,0.6751,"[0.1124, 0.0, 0.0003, 0.6751, 0.1604, 0.0518, 0.0]",neutral,0.9907,"[0.0069, 0.0, 0.0, 0.0024, 0.9907, 0.0, 0.0]",neutral,0.6662,"[0.0194, 0.0098, 0.0032, 0.2108, 0.6662, 0.0107, 0.0799]",0.231,0.5078,0.9476,True,"['face-voice', 'face-text']",voice,neutral,neutral,Okay?,Ross,36,8
dia515_utt6,train,sadness,0.3484,"[0.2285, 0.0005, 0.0535, 0.2933, 0.0754, 0.3484, 0.0004]",joy,0.6573,"[0.0, 0.0, 0.0, 0.6573, 0.1458, 0.1968, 0.0]",surprise,0.6429,"[0.0247, 0.0313, 0.0133, 0.004, 0.27, 0.0138, 0.6429]",0.7498,0.0912,0.0912,True,['voice-text'],voice,neutral,neutral,"I don’t know, Chandler is supposed to be passin’ ‘em around...",Joey,515,6
dia214_utt6,train,neutral,0.4369,"[0.0978, 0.0014, 0.0162, 0.3973, 0.4369, 0.0502, 0.0001]",joy,0.6902,"[0.1411, 0.0, 0.0, 0.6902, 0.0797, 0.0891, 0.0]",surprise,0.8313,"[0.0795, 0.0306, 0.0107, 0.0032, 0.0373, 0.0074, 0.8313]",0.7623,0.0518,0.0285,True,['voice-text'],text,surprise,positive,David!  What-what are you doing here? Aren’t you supposed to be in Russia?,Phoebe,214,6
dia860_utt15,train,neutral,0.6271,"[0.0, 0.0, 0.0327, 0.3398, 0.6271, 0.0004, 0.0]",neutral,0.9922,"[0.0001, 0.0, 0.0, 0.0076, 0.9922, 0.0001, 0.0]",surprise,0.9058,"[0.0078, 0.0271, 0.0145, 0.0036, 0.0079, 0.0333, 0.9058]",0.8819,0.0103,0.0087,True,"['face-text', 'voice-text']",voice,disgust,negative,All right.,Phoebe,860,15
dia69_utt6,train,sadness,0.8236,"[0.0669, 0.0, 0.0183, 0.0006, 0.0906, 0.8236, 0.0]",anger,0.6586,"[0.6586, 0.0, 0.0, 0.3375, 0.0028, 0.001, 0.0]",anger,0.3547,"[0.3547, 0.2775, 0.0218, 0.008, 0.2237, 0.0781, 0.0362]",0.0737,0.2561,0.6271,True,['face-voice'],face,anger,negative,"Ok, you weren't there.",Phoebe,69,6
dia59_utt0,test,sadness,0.9985,"[0.0, 0.0, 0.0015, 0.0, 0.0, 0.9985, 0.0]",neutral,0.5697,"[0.0391, 0.0, 0.0, 0.3891, 0.5697, 0.0021, 0.0]",neutral,0.8519,"[0.0398, 0.056, 0.0025, 0.0235, 0.8519, 0.0071, 0.0192]",0.003,0.0083,0.8394,True,['face-text'],face,neutral,neutral,You got the clothes clean. Now that's the important part.,Ross,59,0
dia464_utt13,train,sadness,0.6698,"[0.0, 0.0, 0.0014, 0.3242, 0.0046, 0.6698, 0.0]",joy,0.9936,"[0.0001, 0.0, 0.0, 0.9936, 0.0001, 0.0063, 0.0]",joy,0.3785,"[0.0599, 0.1062, 0.0132, 0.3785, 0.1275, 0.0694, 0.2453]",0.4413,0.4662,0.7742,True,['face-voice'],voice,neutral,neutral,All our love Monica and Chandler.,Rachel,464,13
dia181_utt4,train,anger,0.3611,"[0.3611, 0.0088, 0.3166, 0.0004, 0.0593, 0.2424, 0.0113]",joy,0.83,"[0.0001, 0.0, 0.0, 0.83, 0.1152, 0.0547, 0.0]",surprise,0.9265,"[0.0178, 0.014, 0.0048, 0.0032, 0.0292, 0.0045, 0.9265]",0.045,0.0425,0.008,True,['voice-text'],text,neutral,neutral,I don’t think so. Hello?  When you get in there,Ross,181,4
dia36_utt5,dev,fear,0.9684,"[0.0289, 0.0, 0.9684, 0.0026, 0.0, 0.0001, 0.0]",joy,0.6974,"[0.2979, 0.0, 0.0, 0.6974, 0.001, 0.0037, 0.0]",disgust,0.2584,"[0.2001, 0.2584, 0.1936, 0.0238, 0.1654, 0.1034, 0.0552]",0.0142,0.4628,0.2347,True,['face-voice'],face,sadness,negative,"Okay. Oh wait, wait-wait, you’re not gonna come with me?",Rachel,36,5
dia836_utt1,train,sadness,0.9996,"[0.0, 0.0, 0.0, 0.0001, 0.0003, 0.9996, 0.0]",neutral,0.9534,"[0.007, 0.0, 0.0, 0.032, 0.9534, 0.0076, 0.0]",neutral,0.7011,"[0.0189, 0.1418, 0.0708, 0.0055, 0.7011, 0.0248, 0.037]",0.0082,0.0348,0.9733,True,"['face-voice', 'face-text']",face,surprise,positive,"Uh-huh, that's why they call it Staten",Ross,836,1
dia923_utt8,train,joy,0.969,"[0.0029, 0.0, 0.0009, 0.969, 0.0036, 0.0235, 0.0]",anger,0.9953,"[0.9953, 0.0, 0.0, 0.0047, 0.0, 0.0, 0.0]",neutral,0.4735,"[0.0114, 0.0102, 0.009, 0.0278, 0.4735, 0.0232, 0.4449]",0.0077,0.0463,0.0177,True,['face-voice'],voice,joy,positive,"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?",Janice,923,8
dia186_utt1,test,fear,0.347,"[0.0989, 0.0163, 0.347, 0.001, 0.2294, 0.2515, 0.0559]",joy,0.7916,"[0.0004, 0.0, 0.0, 0.7916, 0.197, 0.011, 0.0]",disgust,0.2751,"[0.046, 0.2751, 0.0451, 0.0123, 0.2529, 0.2749, 0.0937]",0.1197,0.6582,0.1606,False,[],voice,neutral,neutral,"Uh actually, sorry I can’t even make it. I’m seeing Mona again tonight.",Ross,186,1
dia54_utt14,train,sadness,0.9747,"[0.0004, 0.0, 0.0187, 0.0, 0.0062, 0.9747, 0.0]",anger,0.6106,"[0.6106, 0.0, 0.0, 0.0037, 0.0007, 0.3851, 0.0]",anger,0.7178,"[0.7178, 0.1409, 0.0363, 0.0083, 0.0331, 0.0504, 0.0132]",0.5337,0.0702,0.8627,True,"['face-voice', 'face-text']",face,sadness,negative,"Joey, I can’t stand the thought of having this baby with you mad at me.",Dina,54,14
dia805_utt0,train,sadness,0.7212,"[0.0981, 0.0, 0.1021, 0.0, 0.0785, 0.7212, 0.0001]",joy,0.9948,"[0.0005, 0.0, 0.0, 0.9948, 0.0047, 0.0, 0.0]",neutral,0.6201,"[0.0109, 0.0041, 0.0083, 0.011, 0.6201, 0.0067, 0.3391]",0.0006,0.106,0.0197,True,"['face-voice', 'face-text', 'voice-text']",voice,joy,positive,Hello!,Ross,805,0
dia620_utt0,train,fear,0.7755,"[0.0, 0.0, 0.7755, 0.0, 0.1071, 0.1175, 0.0]",joy,0.7359,"[0.0667, 0.0, 0.0, 0.7359, 0.0522, 0.1453, 0.0]",joy,0.653,"[0.0035, 0.0037, 0.0015, 0.653, 0.3084, 0.0152, 0.0147]",0.0379,0.0629,0.9151,True,"['face-voice', 'face-text']",face,neutral,neutral,"And Tim I just wanna say, good luck here.",Phoebe,620,0
dia983_utt5,train,sadness,0.5155,"[0.0251, 0.0, 0.0183, 0.0, 0.4411, 0.5155, 0.0]",joy,0.9797,"[0.0143, 0.0, 0.0, 0.9797, 0.0046, 0.0014, 0.0]",anger,0.6548,"[0.6548, 0.2138, 0.0491, 0.0245, 0.0379, 0.0132, 0.0068]",0.0047,0.0868,0.0495,True,['voice-text'],voice,anger,negative,"No! No, I’m the minister! Alright, look-look, put ‘em both on the phone, I’ll marry them right now.",Joey,983,5
dia356_utt17,train,sadness,0.9807,"[0.0005, 0.0, 0.0188, 0.0, 0.0, 0.9807, 0.0]",anger,0.9677,"[0.9677, 0.0, 0.0, 0.0313, 0.0001, 0.001, 0.0]",neutral,0.6116,"[0.1261, 0.0301, 0.1519, 0.0102, 0.6116, 0.0579, 0.0122]",0.0015,0.0942,0.1957,True,"['face-voice', 'face-text', 'voice-text']",face,anger,negative,"I needed a plan, a plan to get over my man.",Monica,356,17
dia38_utt0,train,sadness,0.8391,"[0.0, 0.0, 0.1293, 0.0, 0.0316, 0.8391, 0.0]",anger,0.9976,"[0.9976, 0.0, 0.0, 0.002, 0.0003, 0.0001, 0.0]",disgust,0.6072,"[0.1928, 0.6072, 0.0116, 0.0018, 0.0197, 0.0081, 0.1589]",0.0001,0.016,0.2935,True,"['face-voice', 'face-text', 'voice-text']",voice,anger,negative,You kissed another woman!,Monica,38,0
dia832_utt7,train,sadness,0.5955,"[0.2859, 0.0002, 0.1159, 0.0, 0.0006, 0.5955, 0.0018]",neutral,0.5125,"[0.0032, 0.0, 0.0, 0.43, 0.5125, 0.0543, 0.0]",surprise,0.775,"[0.0963, 0.0599, 0.0056, 0.0229, 0.024, 0.0163, 0.775]",0.0746,0.0748,0.0444,False,[],text,neutral,neutral,"Oh, which museum?",Phoebe,832,7
dia637_utt0,train,sadness,0.442,"[0.3175, 0.0, 0.0358, 0.0, 0.2047, 0.442, 0.0]",joy,0.9371,"[0.0031, 0.0, 0.0, 0.9371, 0.0238, 0.036, 0.0]",anger,0.6485,"[0.6485, 0.2017, 0.0044, 0.0027, 0.1022, 0.0281, 0.0125]",0.0398,0.5977,0.0123,True,['voice-text'],voice,joy,positive,You spent a hundred dollars. That’s the limit. You’re screwed!,Joey,637,0
dia915_utt8,train,sadness,0.4493,"[0.3471, 0.0035, 0.0313, 0.0088, 0.156, 0.4493, 0.004]",neutral,0.5358,"[0.1837, 0.0, 0.0, 0.2216, 0.5358, 0.0589, 0.0]",sadness,0.9157,"[0.0038, 0.013, 0.0095, 0.0029, 0.0369, 0.9157, 0.0181]",0.4878,0.7749,0.1339,False,[],text,neutral,neutral,"I'm sorry, I can't tell the baby to wait for them.",Dr. Franzblau,915,8
dia241_utt12,train,sadness,0.994,"[0.0, 0.0, 0.0055, 0.0, 0.0004, 0.994, 0.0]",joy,0.9141,"[0.0013, 0.0, 0.0, 0.9141, 0.0798, 0.0048, 0.0]",anger,0.7254,"[0.7254, 0.0645, 0.0223, 0.0024, 0.0328, 0.0491, 0.1035]",0.0052,0.0666,0.0089,True,"['face-voice', 'face-text', 'voice-text']",face,disgust,negative,That's not what we're gonna do!,Rachel,241,12
dia70_utt1,dev,fear,0.3829,"[0.1799, 0.2388, 0.3829, 0.0321, 0.0857, 0.0195, 0.0612]",joy,0.9729,"[0.0008, 0.0, 0.0, 0.9729, 0.014, 0.0123, 0.0]",disgust,0.517,"[0.2222, 0.517, 0.0076, 0.0128, 0.1901, 0.0226, 0.0276]",0.0677,0.624,0.0269,False,[],voice,neutral,neutral,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",Chandler,70,1
dia739_utt3,train,neutral,0.5411,"[0.1226, 0.0001, 0.0139, 0.0021, 0.5411, 0.32, 0.0001]",joy,0.8841,"[0.1119, 0.0, 0.0, 0.8841, 0.0039, 0.0, 0.0]",neutral,0.4775,"[0.0087, 0.0043, 0.0157, 0.3018, 0.4775, 0.0067, 0.1852]",0.031,0.6888,0.5088,False,[],voice,joy,positive,"Like-like, hand modeling!",Joey,739,3
dia314_utt11,train,fear,0.434,"[0.1547, 0.0, 0.434, 0.0426, 0.0023, 0.3051, 0.0613]",neutral,0.6066,"[0.0013, 0.0, 0.0, 0.3888, 0.6066, 0.0032, 0.0]",neutral,0.4371,"[0.0514, 0.0303, 0.0055, 0.1689, 0.4371, 0.0236, 0.2832]",0.0477,0.1403,0.8332,False,[],voice,neutral,neutral,"Hey uh, have you guys scene Chandler?",Joey,314,11
dia228_utt9,test,fear,0.7956,"[0.0, 0.0, 0.7956, 0.0, 0.202, 0.0023, 0.0]",anger,0.8806,"[0.8806, 0.0, 0.0, 0.1124, 0.0067, 0.0004, 0.0]",neutral,0.7869,"[0.0419, 0.011, 0.0229, 0.0849, 0.7869, 0.043, 0.0093]",0.0018,0.272,0.0733,True,"['face-voice', 'face-text', 'voice-text']",voice,sadness,negative,I’m gonna give you my weeks notice.,Rachel,228,9
dia64_utt4,test,sadness,0.7147,"[0.1172, 0.0001, 0.0269, 0.0321, 0.0631, 0.7147, 0.0459]",joy,0.9761,"[0.0108, 0.0, 0.0, 0.9761, 0.0131, 0.0, 0.0]",sadness,0.7059,"[0.0286, 0.1059, 0.0227, 0.0147, 0.1135, 0.7059, 0.0088]",0.0469,0.9779,0.0228,True,"['face-voice', 'voice-text']",voice,anger,negative,Yeah!,Chandler,64,4
dia204_utt2,train,fear,0.918,"[0.0194, 0.0003, 0.918, 0.0141, 0.0094, 0.0367, 0.0021]",neutral,0.9124,"[0.0043, 0.0, 0.0, 0.0754, 0.9124, 0.0079, 0.0]",neutral,0.7418,"[0.1204, 0.0994, 0.0044, 0.0147, 0.7418, 0.017, 0.0023]",0.0119,0.0204,0.9773,True,"['face-voice', 'face-text']",face,neutral,neutral,Alright. Let's talk reality for a second.,Joanne,204,2
dia6_utt6,dev,sadness,0.5136,"[0.1009, 0.0093, 0.2361, 0.0003, 0.1369, 0.5136, 0.0029]",joy,0.9354,"[0.0087, 0.0, 0.0, 0.9354, 0.0547, 0.0012, 0.0]",neutral,0.9027,"[0.0304, 0.0321, 0.0061, 0.0146, 0.9027, 0.0112, 0.003]",0.0168,0.2514,0.0748,True,['voice-text'],voice,neutral,neutral,Well you can let me in later.,Phoebe,6,6
dia135_utt5,test,sadness,0.9767,"[0.0106, 0.0, 0.001, 0.0, 0.0116, 0.9767, 0.0]",joy,0.9225,"[0.0365, 0.0, 0.0, 0.9225, 0.0337, 0.0073, 0.0]",neutral,0.875,"[0.0253, 0.0499, 0.0143, 0.0035, 0.875, 0.0111, 0.0209]",0.0087,0.0249,0.0416,True,"['face-voice', 'face-text', 'voice-text']",face,joy,positive,Absolutely!,Rachel,135,5
dia963_utt7,train,anger,0.9096,"[0.9096, 0.0001, 0.0279, 0.0, 0.0161, 0.0463, 0.0]",anger,0.9762,"[0.9762, 0.0, 0.0, 0.0053, 0.0186, 0.0, 0.0]",anger,0.5924,"[0.5924, 0.1101, 0.0114, 0.0027, 0.1827, 0.0977, 0.0029]",0.9982,0.9412,0.9349,False,[],voice,neutral,neutral,You didn’t just break up.,Chandler,963,7
dia65_utt2,dev,joy,0.9425,"[0.0, 0.0, 0.0, 0.9425, 0.0574, 0.0, 0.0]",joy,0.9442,"[0.0381, 0.0, 0.0, 0.9442, 0.0176, 0.0001, 0.0]",joy,0.952,"[0.004, 0.0044, 0.0008, 0.952, 0.0123, 0.0023, 0.0242]",0.9983,0.9985,0.999,False,[],text,joy,positive,Ohh! That’s great!,Rachel,65,2
dia99_utt6,train,neutral,0.9517,"[0.0, 0.0, 0.0462, 0.0, 0.9517, 0.0, 0.002]",joy,0.9466,"[0.0037, 0.0, 0.0, 0.9466, 0.0177, 0.032, 0.0]",neutral,0.6474,"[0.0606, 0.1509, 0.0221, 0.0122, 0.6474, 0.0094, 0.0973]",0.0186,0.9597,0.0368,True,"['face-voice', 'voice-text']",face,neutral,neutral,"Technically we could have sex again. What do you think, bossy and domineering?!",Chandler,99,6
dia791_utt9,train,joy,0.6941,"[0.0531, 0.0015, 0.0171, 0.6941, 0.1517, 0.0735, 0.0089]",joy,0.7298,"[0.0973, 0.0, 0.0, 0.7298, 0.1727, 0.0002, 0.0]",neutral,0.4402,"[0.0225, 0.0243, 0.0374, 0.169, 0.4402, 0.1111, 0.1955]",0.9928,0.5208,0.5079,False,[],voice,sadness,negative,"Ooh, I miss dating.",Rachel,791,9
dia82_utt11,train,joy,0.9757,"[0.0219, 0.0, 0.0004, 0.9757, 0.0014, 0.0004, 0.0002]",neutral,0.5231,"[0.1449, 0.0, 0.0, 0.3229, 0.5231, 0.0091, 0.0]",neutral,0.6435,"[0.0303, 0.0895, 0.018, 0.0433, 0.6435, 0.1673, 0.0081]",0.5175,0.0669,0.8383,True,['face-text'],face,neutral,neutral,"Okay, I think I need to do some shopping.",Phoebe,82,11
dia175_utt14,test,sadness,0.6176,"[0.1474, 0.0014, 0.2103, 0.0084, 0.0148, 0.6176, 0.0001]",anger,0.9765,"[0.9765, 0.0, 0.0, 0.0078, 0.0019, 0.0138, 0.0]",neutral,0.7687,"[0.0453, 0.054, 0.0199, 0.0226, 0.7687, 0.0393, 0.0501]",0.2334,0.0902,0.0613,True,"['face-voice', 'face-text', 'voice-text']",voice,anger,negative,Yes I did! And I put a little,Rachel,175,14
dia983_utt6,train,anger,0.4597,"[0.4597, 0.0001, 0.0362, 0.0, 0.0648, 0.4392, 0.0]",sadness,0.538,"[0.3992, 0.0, 0.0, 0.0425, 0.0203, 0.538, 0.0]",sadness,0.7351,"[0.0166, 0.0538, 0.027, 0.0101, 0.1355, 0.7351, 0.0219]",0.9796,0.7083,0.8042,False,[],text,sadness,negative,"Ugh! Joey, I have to go.",Rachel,983,6
dia295_utt11,train,sadness,0.5654,"[0.2187, 0.0001, 0.1921, 0.0, 0.0237, 0.5654, 0.0001]",joy,0.9178,"[0.0022, 0.0, 0.0, 0.9178, 0.0416, 0.0384, 0.0]",neutral,0.7334,"[0.0229, 0.097, 0.0049, 0.0922, 0.7334, 0.0114, 0.0381]",0.0396,0.0626,0.1683,True,['voice-text'],voice,anger,negative,"Okay, well my girl from the other night was special. She was a scientist too!",Joey,295,11
dia97_utt3,test,sadness,0.5945,"[0.0011, 0.0001, 0.2954, 0.0418, 0.0671, 0.5945, 0.0001]",joy,0.6101,"[0.3275, 0.0, 0.0, 0.6101, 0.0618, 0.0006, 0.0]",neutral,0.6398,"[0.0218, 0.0497, 0.0062, 0.0142, 0.6398, 0.0057, 0.2626]",0.0653,0.1051,0.1147,True,['voice-text'],text,neutral,neutral,"Joey, what's it like on a movie set, huh?",Monica,97,3
dia639_utt9,train,fear,0.5409,"[0.2159, 0.0002, 0.5409, 0.0001, 0.0154, 0.2267, 0.0007]",joy,0.8898,"[0.0083, 0.0, 0.0, 0.8898, 0.0501, 0.0518, 0.0]",surprise,0.9122,"[0.0363, 0.0042, 0.0032, 0.0267, 0.0129, 0.0046, 0.9122]",0.0258,0.02,0.0306,True,['voice-text'],text,surprise,positive,"Phoebs, It's open! It's open!",Ross,639,9
dia232_utt3,test,joy,1.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",joy,0.7391,"[0.0165, 0.0, 0.0, 0.7391, 0.2435, 0.0009, 0.0]",neutral,0.6157,"[0.007, 0.0587, 0.2611, 0.0044, 0.6157, 0.0159, 0.0371]",0.9496,0.0066,0.2928,True,"['face-text', 'voice-text']",face,neutral,neutral,"Ohh, he's really shy. I-I don’t think he's up to meeting everyone yet.",Monica,232,3
dia923_utt4,train,anger,0.7264,"[0.7264, 0.0002, 0.0007, 0.1117, 0.0048, 0.1563, 0.0]",joy,0.5799,"[0.3703, 0.0, 0.0, 0.5799, 0.0484, 0.0014, 0.0]",sadness,0.3938,"[0.0148, 0.0206, 0.0094, 0.0806, 0.3897, 0.3938, 0.091]",0.6448,0.1949,0.1829,False,[],face,sadness,negative,"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",Janice,923,4
dia207_utt1,test,fear,0.8416,"[0.0, 0.0, 0.8416, 0.0, 0.04, 0.1184, 0.0]",sadness,0.5834,"[0.0001, 0.0, 0.0, 0.4102, 0.0063, 0.5834, 0.0]",surprise,0.8422,"[0.0462, 0.0763, 0.0083, 0.0025, 0.0175, 0.0069, 0.8422]",0.1142,0.0118,0.0085,True,['face-text'],text,sadness,negative,"What. Oh no, you just rolled over the juice box.",Ross,207,1
